Mes,Dia,Year,Hora,Impresiones,Alcance,Comentarios,Compartidos,Clics,Reacciones
6,7,2023,726,9828,7004,57,15,2058,174
4,18,2022,484,68,65,0,0,0,0
6,22,2023,786,4349,3434,0,2,245,5
10,23,2023,550,2076,1915,0,0,24,0
11,14,2023,491,8245,7026,11,4,1172,12
3,31,2023,903,2508,2267,57,1,2,60
3,11,2022,1023,98,95,0,0,4,16
3,13,2023,843,4940,4443,23,0,0,23
4,26,2023,1084,4451,4127,9,1,285,90
11,14,2023,491,2091,1867,0,0,11,2
5,24,2023,485,2352,1988,0,1,44,5
11,25,2023,971,2,2,1,0,0,2
6,27,2023,546,3091,2559,0,0,34,2
10,31,2023,610,1305,1161,0,0,11,2
8,25,2023,1328,2344,1928,0,0,147,15
1,3,2023,901,3193,2273,0,1,0,1
5,20,2022,485,463,397,0,0,1,1
7,1,2023,787,15359,12916,127,64,1395,600
6,29,2023,1086,6852,5881,11,6,869,51
3,24,2022,723,138,132,3,0,10,17
2,14,2023,1022,4219,3827,80,1,2,83
10,13,2023,550,2492,2181,0,1,50,4
6,21,2023,966,5919,4859,3,1,965,29
8,23,2023,1028,3382,3041,0,2,395,16
2,24,2023,602,1825,1528,5,0,1,6
5,24,2023,1025,3244,2580,1,5,67,16
11,10,2023,671,1636,1464,0,1,17,0
9,7,2023,909,5338,4880,2,2,717,127
2,16,2022,902,30,30,0,1,1,0
6,28,2023,666,3357,2745,0,1,41,2
8,3,2023,668,9483,7756,1,9,1608,37
5,23,2023,785,5347,4684,4,3,581,44
5,6,2022,545,318,260,4,4,12,6
6,6,2023,846,3737,2929,0,0,115,34
12,25,2022,12,5037,3515,0,1,1,99
6,29,2022,1026,4379,2577,0,3,32,2
4,26,2022,1024,100,94,0,0,2,0
10,17,2023,910,2341,2141,3,0,310,32
5,25,2023,965,3803,3168,0,0,465,13
5,24,2022,725,766,634,1,0,1,0
3,16,2023,1143,5218,3418,50,3,1,54
6,18,2022,606,5979,3808,5,1,201,65
5,30,2023,485,12527,10359,253,34,1909,709
10,16,2023,970,8242,7112,0,7,1795,61
6,22,2023,486,3631,2792,0,2,109,15
8,15,2023,848,1780,1554,0,0,0,1
3,29,2022,903,61,58,0,0,1,5
10,12,2022,550,2741,2267,11,21,1,83
4,20,2023,544,2065,1794,1,2,39,10
1,26,2022,1261,21,21,0,0,1,2
10,5,2023,970,3248,2693,3,5,273,32
2,28,2023,1022,2425,2219,4,0,0,4
9,28,2022,489,1410,1275,0,1,1,2
7,7,2023,667,5340,3893,0,0,97,15
3,31,2023,1203,8384,5432,86,3,7,96
9,11,2023,729,1818,1384,1,4,33,6
8,7,2023,968,1332,1162,0,0,5,5
2,1,2023,482,5480,5014,18,9,0,27
3,11,2022,663,145,134,12,8,7,47
2,24,2023,542,1863,1643,9,0,1,10
6,13,2023,606,7307,6132,17,7,768,198
2,8,2023,542,3414,2896,23,0,9,32
10,17,2022,910,2119,1977,0,1,1,6
6,13,2022,546,7172,4744,3,1,717,11
9,14,2022,909,1443,1216,0,2,1,5
8,8,2023,968,6202,5562,4,3,1160,15
3,23,2023,663,1511,1229,11,0,1,12
5,18,2023,785,11016,8044,18,9,2350,168
9,29,2022,849,1323,1207,0,1,1,1
6,13,2023,606,2659,2011,0,1,39,5
10,31,2023,1030,15431,13036,11,13,5000,281
12,7,2023,1032,5235,4487,40,0,266,88
2,7,2023,542,3867,3477,9,4,3,16
2,26,2023,602,1812,1533,6,1,0,7
9,13,2022,489,3550,3136,1,4,3,4
2,13,2023,722,3265,2929,6,1,0,7
4,10,2023,544,5753,5420,13,4,846,41
10,16,2023,1210,8116,6779,8,3,1584,89
4,10,2023,544,3548,2971,0,1,443,6
9,21,2023,849,7693,5437,2,18,88,17
11,15,2023,1031,3442,3058,6,1,222,57
1,24,2023,721,15113,11236,134,45,8,187
6,4,2023,786,4460,3720,0,2,329,8
2,24,2023,1142,4917,3504,134,18,18,170
3,29,2023,963,9842,6831,79,11,3,93
1,24,2023,721,3006,2792,10,0,2,12
4,26,2022,1024,88,83,0,0,0,0
9,30,2023,729,6482,6117,8,0,2152,92
3,4,2023,1143,4128,3834,28,1,2,31
4,26,2023,1084,1512,1360,0,0,15,0
10,23,2023,970,1366,1209,0,0,2,1
10,6,2023,490,2439,1833,0,10,48,15
9,29,2023,489,2710,2369,1,4,91,15
5,24,2023,905,2291,1880,0,1,24,4
2,16,2023,542,1494,1223,8,0,0,8
11,27,2023,731,7604,6412,15,8,705,123
4,1,2022,964,130,117,0,3,28,1
8,14,2023,728,3645,3058,0,8,98,23
7,31,2023,1267,3488,3126,0,0,93,8
4,1,2022,904,61,58,0,1,1,3
8,2,2023,488,3074,2656,0,2,205,5
7,31,2023,787,2811,2504,0,1,33,3
3,31,2022,903,51,48,0,0,0,17
3,17,2023,723,11081,6147,81,2,1,84
1,19,2023,661,2179,1813,7,0,0,7
3,31,2023,1143,9562,6680,134,0,4,138
5,24,2023,905,3225,2696,0,1,150,7
3,6,2023,543,3126,2847,6,0,1,7
10,5,2023,1030,10432,6561,1,22,871,78
8,7,2023,908,2863,2630,0,0,110,14
11,2,2023,971,1942,1753,0,0,6,12
10,17,2023,730,1973,1830,0,0,26,8
4,11,2023,544,3937,3660,2,1,314,11
5,2,2022,905,121,113,0,0,0,0
2,13,2023,1142,9359,7368,60,8,3,71
2,16,2022,1022,37,37,1,0,3,2
11,16,2023,1091,1857,1503,0,0,27,18
5,27,2022,725,1783,1309,0,0,15,1
4,26,2023,1084,1273,1114,0,0,18,1
9,19,2023,549,2229,2068,1,1,27,8
9,26,2022,849,2767,2645,2,2,1,11
4,13,2023,544,1822,1679,0,0,40,1
12,1,2023,492,1766,1432,0,0,13,7
8,8,2022,488,4845,4053,3,21,1,14
9,26,2022,789,1685,1595,0,3,1,7
4,26,2022,1024,82,77,0,0,0,3
1,20,2022,781,50,44,0,2,0,22
3,22,2022,843,75,69,0,0,9,5
3,2,2023,843,1715,1528,4,2,0,6
9,26,2022,789,3511,3397,1,2,1,24
5,17,2023,725,2091,1702,0,1,21,4
5,4,2023,905,10620,6594,8,18,1932,177
6,22,2023,666,3771,2827,1,2,82,4
9,30,2022,969,1393,1202,0,0,1,11
1,11,2022,781,151,122,5,9,1,13
2,8,2023,542,1882,1646,6,0,0,6
1,13,2023,901,10951,7620,91,6,1,98
8,3,2023,608,12277,10712,28,21,1487,263
11,16,2023,791,2292,1990,0,1,42,8
11,14,2023,491,2776,2497,0,2,53,15
6,11,2023,1026,7844,6512,2,5,1271,43
12,6,2023,492,6065,4704,0,3,111,38
9,20,2023,909,6397,6025,5,2,754,105
9,22,2023,549,5059,4664,0,0,1523,11
4,4,2022,964,63,60,0,1,0,0
4,28,2023,544,10657,8287,9,12,1197,150
4,25,2023,364,3102,2888,7,0,219,3
1,25,2023,901,5421,4806,12,0,2,14
4,17,2023,844,8082,4806,0,2,707,21
4,22,2022,724,93,87,0,0,2,2
9,2,2023,909,4483,4120,1,0,360,105
5,11,2022,845,253,230,0,0,0,1
9,22,2022,849,1120,948,1,6,1,17
9,30,2022,969,2972,2616,2,0,1,46
4,4,2022,964,60,56,0,0,3,4
5,2,2023,545,3922,3538,9,7,171,30
5,3,2022,1025,1027,837,26,20,165,52
4,24,2023,1204,4839,3466,0,0,404,15
10,6,2023,1030,3163,2700,0,2,28,7
10,6,2023,610,11282,7976,4,13,2107,94
9,11,2023,969,1918,1702,0,1,21,3
9,28,2022,909,2354,2196,0,1,1,5
5,15,2023,665,4627,3927,40,5,151,119
1,17,2023,541,2196,1823,0,0,0,0
1,3,2022,601,28,27,2,1,0,5
1,19,2023,601,6475,5518,113,6,1,120
8,2,2023,548,4287,3913,0,1,195,10
11,16,2023,1091,5863,5127,6,5,602,122
5,30,2023,545,3061,2385,0,1,39,3
10,24,2022,610,2323,2264,0,2,1,10
8,23,2023,908,2901,2630,0,2,144,6
1,21,2022,1321,27,26,2,1,0,4
6,7,2023,546,12645,8146,12,20,1963,217
8,24,2023,488,1785,1505,0,3,23,2
9,19,2022,969,2281,1972,0,4,1,6
4,18,2023,604,1544,1309,0,0,16,2
5,23,2023,785,3125,2559,0,4,100,22
10,31,2023,610,2187,1951,0,0,11,0
4,17,2023,544,3275,2967,1,2,116,12
4,30,2022,844,111,105,0,0,0,0
11,16,2023,1091,3451,2925,2,3,110,49
3,2,2022,603,72,69,7,9,1,22
9,21,2022,489,1375,1243,0,1,1,2
9,29,2023,669,1594,1335,0,0,28,3
6,23,2023,726,5329,4196,11,9,138,117
3,3,2023,1083,10710,7077,65,2,5,72
5,11,2023,665,3166,2319,0,4,51,6
8,15,2023,728,6691,4505,5,5,557,22
9,20,2023,969,2415,2187,0,0,40,3
8,11,2022,488,2853,2187,0,2,1,0
9,29,2022,489,1538,1428,0,0,1,3
10,24,2023,1210,2957,2487,0,3,318,25
3,30,2023,1023,2972,2776,16,0,0,16
5,11,2022,605,836,645,28,11,29,204
7,14,2023,607,4472,3255,0,0,77,11
9,24,2022,1209,13176,11205,32,25,1,437
8,23,2023,1208,6747,4569,0,1,133,76
2,24,2023,1022,2719,2382,10,0,1,11
4,10,2023,904,2584,1969,1,5,175,4
12,7,2022,912,7435,6267,4,3,1,287
10,5,2023,670,2045,1825,0,0,40,7
3,28,2022,1143,90,81,0,1,0,3
6,7,2023,546,2489,1855,0,0,23,5
1,11,2022,1021,142,121,11,8,1,67
10,27,2023,970,2225,1953,0,2,43,17
5,3,2022,785,136,123,0,0,1,1
4,7,2022,544,59,56,1,0,0,2
5,11,2022,905,289,258,0,1,1,2
1,19,2023,901,7825,6677,121,34,2,157
10,5,2023,610,1845,1657,0,1,25,7
6,27,2023,786,6984,6082,5,12,715,67
2,17,2023,962,10095,8531,264,22,8,294
9,8,2023,669,2074,1784,0,0,14,1
3,13,2023,1023,2281,2046,5,0,0,5
5,22,2023,545,1786,1514,0,0,33,0
3,9,2023,1023,8580,7580,115,28,4,147
9,5,2023,1089,1267,1117,0,0,17,5
2,13,2023,1322,10092,9178,354,50,16,420
9,11,2023,549,1403,1249,0,0,9,0
3,18,2022,903,791,639,0,0,61,0
2,23,2023,842,2171,1865,3,0,1,4
2,7,2023,542,1795,1591,4,0,0,4
11,8,2023,611,2102,1830,1,1,38,2
4,8,2022,544,64,60,1,1,3,11
4,26,2022,1024,89,84,0,0,0,0
4,18,2023,604,2439,2210,0,4,35,11
11,10,2023,731,2231,2027,0,2,22,0
11,21,2023,971,2808,2405,0,5,41,10
5,30,2022,1025,2377,1675,0,0,134,2
5,29,2023,605,2164,1728,0,0,35,0
3,9,2023,1023,4006,3612,14,0,0,14
1,14,2022,721,17,17,0,1,0,9
3,7,2023,543,2702,2376,18,0,6,24
12,2,2022,552,8445,6421,3,4,1,56
10,2,2023,1030,2675,2421,0,1,61,49
5,24,2022,725,1249,959,32,12,50,70
4,22,2023,724,6278,5653,9,11,498,30
5,31,2022,1025,2670,1813,0,0,16,1
6,19,2023,846,3788,2912,0,1,90,1
1,24,2022,901,50,46,0,3,2,6
4,11,2023,724,2160,2038,0,2,30,3
9,29,2023,849,6824,6525,25,1,635,219
8,16,2023,548,1807,1556,0,0,8,0
3,7,2023,963,4786,4307,10,1,0,11
9,16,2023,969,10928,9433,3,8,3172,145
2,18,2023,602,11889,10075,140,5,4,149
11,7,2023,671,8932,7571,14,14,829,214
3,5,2022,363,36,36,0,0,1,0
10,23,2023,850,2479,2234,1,3,37,20
4,17,2023,484,6552,5810,24,16,885,58
5,2,2022,905,144,133,0,1,0,0
5,23,2023,1025,14414,10185,5,9,3236,87
1,26,2023,961,11199,7749,136,3,5,144
10,7,2022,310,13017,11187,41,29,1,258
3,10,2023,1263,13366,11280,309,36,18,363
5,23,2023,485,4291,3466,6,8,473,91
10,17,2022,910,3389,3140,1,4,1,17
1,26,2022,901,31,29,0,2,1,2
5,11,2023,665,3387,2641,1,1,143,9
9,13,2023,1149,9032,8160,63,21,1066,364
11,21,2023,1031,4805,3934,0,12,189,27
3,30,2022,903,79,73,0,0,3,26
5,31,2022,1085,2955,1938,0,1,20,0
2,3,2023,1022,7455,5921,17,11,5,33
6,9,2022,966,4414,2545,0,1,19,2
2,17,2023,782,2612,2240,6,2,0,8
9,26,2022,789,1688,1571,0,2,1,7
3,14,2023,1023,3538,3221,8,0,1,9
5,3,2022,1025,166,152,0,2,2,5
6,29,2022,786,6606,4243,0,4,210,3
2,28,2023,542,1578,1394,2,0,0,2
5,9,2023,545,2319,1765,0,0,25,2
11,18,2022,491,19064,15991,136,53,1,1063
5,2,2023,545,1779,1565,0,0,30,1
4,25,2023,844,4335,3201,0,0,437,31
4,8,2022,904,66,63,1,0,1,0
6,8,2023,726,9873,6400,9,19,1361,171
9,19,2023,549,1447,1258,0,1,28,4
3,11,2022,1083,45,45,0,1,0,4
4,4,2022,904,157,133,3,2,2,18
2,21,2022,482,51,49,1,3,0,14
4,8,2022,964,67,64,0,0,0,1
10,20,2023,610,4575,4219,0,2,503,42
3,15,2022,963,67,62,0,1,1,3
10,30,2023,550,2976,2700,0,2,88,3
3,7,2023,1203,7368,6626,119,1,5,125
