Hora de publicación,Impresiones,Alcance,Comentarios,Compartidos,Clics,Reacciones
05/17/2023 12:05,2091,1702,0,1,21,4
05/16/2023 17:05,2416,2006,0,1,92,0
05/16/2023 12:05,3443,2700,0,2,127,16
05/15/2023 11:05,4627,3927,40,5,151,119
05/12/2023 12:05,5011,3714,0,3,435,23
05/12/2023 09:05,2575,1892,0,2,44,2
05/12/2023 09:05,2143,1604,0,0,8,1
05/11/2023 13:05,2337,1737,0,1,18,3
05/11/2023 12:05,2775,2167,0,1,54,4
05/11/2023 12:05,4945,4120,13,1,373,26
05/11/2023 11:05,3166,2319,0,4,51,6
05/11/2023 11:05,3387,2641,1,1,143,9
05/11/2023 10:05,2364,1845,4,2,46,9
05/11/2023 10:05,1902,1418,0,0,16,0
05/11/2023 10:05,2185,1673,0,0,21,2
05/11/2023 09:05,4870,3532,0,3,480,11
05/11/2023 09:05,7417,5574,4,14,359,46
05/11/2023 09:05,3384,2656,1,3,79,14
05/10/2023 08:05,3276,2528,1,3,40,62
05/09/2023 16:05,7802,5220,0,1,1317,42
05/09/2023 15:05,8762,5321,1,3,1406,53
05/09/2023 15:05,3062,2322,0,0,134,1
05/09/2023 09:05,2828,2049,0,2,52,4
05/09/2023 09:05,3280,2528,0,1,75,8
05/09/2023 09:05,2319,1765,0,0,25,2
05/09/2023 09:05,12746,9741,53,22,5974,67
05/04/2023 15:05,10620,6594,8,18,1932,177
04/12/2023 11:04,4221,3776,0,2,873,13
04/12/2023 13:04,9142,5728,4,3,1877,84
04/12/2023 17:04,2607,2474,1,0,98,4
04/12/2023 17:04,1316,1187,0,0,36,0
04/13/2023 09:04,1822,1679,0,0,40,1
04/13/2023 10:04,2666,2518,9,4,179,75
04/13/2023 10:04,2530,2264,2,0,445,15
04/13/2023 10:04,1842,1617,4,0,40,7
04/13/2023 11:04,2311,1941,1,1,346,17
04/13/2023 12:04,1164,972,1,0,39,9
04/17/2023 08:04,6552,5810,24,16,885,58
04/17/2023 09:04,3275,2967,1,2,116,12
04/17/2023 13:04,8642,6384,13,5,1213,103
04/17/2023 14:04,8082,4806,0,2,707,21
04/18/2023 09:04,3236,2715,5,6,86,37
04/18/2023 09:04,1598,1424,0,0,12,7
04/18/2023 10:04,2439,2210,0,4,35,11
04/18/2023 10:04,1544,1309,0,0,16,2
04/18/2023 18:04,27794,25041,144,61,6840,1157
04/19/2023 10:04,4610,3802,2,12,264,26
04/20/2023 09:04,2065,1794,1,2,39,10
04/21/2023 22:04,2200,1953,5,1,49,18
04/22/2023 12:04,6278,5653,9,11,498,30
04/24/2023 20:04,4839,3466,0,0,404,15
04/25/2023 06:04,1731,1582,0,0,18,1
04/25/2023 06:04,3102,2888,7,0,219,3
04/25/2023 14:04,4335,3201,0,0,437,31
04/25/2023 16:04,2189,1972,0,0,112,5
04/26/2023 10:04,4779,4127,15,3,590,81
04/26/2023 18:04,1512,1360,0,0,15,0
04/26/2023 18:04,1273,1114,0,0,18,1
04/26/2023 18:04,4451,4127,9,1,285,90
04/27/2023 21:04,4276,4082,0,0,419,36
04/28/2023 09:04,10657,8287,9,12,1197,150
04/29/2023 09:04,3357,3090,0,2,273,19
04/30/2023 18:04,1938,1725,0,2,21,25
05/01/2023 20:05,1624,1452,0,0,10,12
05/02/2023 09:05,1779,1565,0,0,30,1
05/02/2023 09:05,3922,3538,9,7,171,30
05/02/2023 09:05,3372,3058,1,0,251,3
05/02/2023 09:05,2047,1760,0,1,28,4
05/02/2023 11:05,3932,3434,0,5,231,25
05/02/2023 12:05,1864,1543,0,2,56,2
05/02/2023 12:05,6319,4196,12,14,928,101
04/01/2023 11:04,2165,1933,2,0,158,21
04/10/2023 09:04,5753,5420,13,4,846,41
04/10/2023 09:04,3548,2971,0,1,443,6
04/10/2023 11:04,2059,1837,0,3,42,0
04/10/2023 11:04,1997,1865,0,2,22,17
04/10/2023 12:04,1208,1081,1,0,32,2
04/10/2023 15:04,2584,1969,1,5,175,4
04/10/2023 15:04,2057,1925,0,0,55,7
04/11/2023 09:04,3937,3660,2,1,314,11
04/11/2023 12:04,2160,2038,0,2,30,3
04/11/2023 14:04,3072,2815,0,0,274,6
09/15/2023 17:09,7107,6592,6,9,955,189
09/16/2023 16:09,10928,9433,3,8,3172,145
09/18/2023 08:09,1007,890,0,0,5,2
09/18/2023 08:09,3533,3264,0,6,150,28
09/18/2023 10:09,1494,1309,0,2,0,9
09/18/2023 16:09,2610,2360,0,0,58,8
09/19/2023 09:09,2229,2068,1,1,27,8
09/19/2023 09:09,1447,1258,0,1,28,4
09/20/2023 10:09,2446,2213,2,4,39,13
09/20/2023 15:09,1546,1376,0,0,17,2
09/20/2023 15:09,1575,1388,0,1,32,3
09/20/2023 15:09,6397,6025,5,2,754,105
09/20/2023 16:09,2415,2187,0,0,40,3
09/21/2023 13:09,2470,2273,0,0,34,6
09/21/2023 14:09,7693,5437,2,18,88,17
09/21/2023 20:09,6931,6099,11,3,1390,147
09/22/2023 09:09,5059,4664,0,0,1523,11
09/24/2023 11:09,4195,3907,0,2,475,25
09/26/2023 17:09,2493,2184,0,0,139,12
09/26/2023 17:09,2646,2335,0,1,178,6
09/27/2023 08:09,6266,5489,44,7,1212,214
09/27/2023 20:09,2834,2549,0,0,334,4
09/28/2023 09:09,5304,4408,11,15,319,143
09/29/2023 08:09,1262,1096,0,0,20,1
09/29/2023 08:09,2710,2369,1,4,91,15
09/29/2023 08:09,2630,1985,2,7,48,15
09/29/2023 11:09,1594,1335,0,0,28,3
09/29/2023 14:09,2340,2074,0,1,62,11
09/29/2023 14:09,6824,6525,25,1,635,219
09/30/2023 12:09,6482,6117,8,0,2152,92
09/30/2023 16:09,4108,3708,1,0,751,15
07/01/2023 13:07,15359,12916,127,64,1395,600
07/02/2023 13:07,3788,2855,0,0,17,17
09/12/2023 09:09,1321,1098,1,0,1,0
09/13/2023 16:09,2735,2484,1,0,126,8
09/13/2023 19:09,9032,8160,63,21,1066,364
09/14/2023 14:09,4318,3808,2,0,586,21
08/07/2023 16:08,1332,1162,0,0,5,5
08/08/2023 10:08,3056,2796,0,3,50,42
08/08/2023 12:08,4577,3975,1,2,281,50
08/08/2023 16:08,6202,5562,4,3,1160,15
08/09/2023 11:08,1576,1380,0,1,17,4
08/10/2023 08:08,3480,2835,0,6,84,14
08/10/2023 08:08,1930,1691,0,1,70,3
08/10/2023 08:08,1756,1474,0,1,18,2
08/10/2023 11:08,2957,2504,1,3,65,12
08/10/2023 11:08,2172,1895,0,2,11,6
08/10/2023 11:08,2415,1959,0,2,21,9
08/14/2023 08:08,1670,1487,0,0,5,3
08/14/2023 09:08,1855,1695,0,0,21,2
08/14/2023 12:08,3645,3058,0,8,98,23
08/15/2023 09:08,2738,2357,2,3,43,12
08/15/2023 09:08,3125,2715,0,0,184,7
08/15/2023 12:08,6691,4505,5,5,557,22
08/15/2023 14:08,1780,1554,0,0,0,1
08/15/2023 14:08,4346,3815,6,0,473,18
08/16/2023 08:08,5,3,1,0,1,17
08/16/2023 09:08,1807,1556,0,0,8,0
08/16/2023 15:08,2949,2619,5,1,56,17
08/16/2023 16:08,2073,1716,1,0,52,13
08/17/2023 12:08,1410,1178,0,0,6,3
08/18/2023 08:08,3305,2726,0,5,39,7
08/18/2023 13:08,3918,3370,0,3,179,30
08/20/2023 09:08,4595,3789,0,5,422,18
08/21/2023 08:08,8081,6426,1,11,1239,82
08/22/2023 09:08,2183,1988,0,0,39,5
08/22/2023 09:08,3087,2921,0,0,14,1
08/22/2023 09:08,1920,1702,0,0,43,3
08/22/2023 10:08,3551,3201,2,6,175,26
08/22/2023 10:08,3155,2896,0,0,172,0
08/22/2023 10:08,2186,1912,0,0,52,6
08/23/2023 15:08,2901,2630,0,2,144,6
08/23/2023 17:08,3382,3041,0,2,395,16
08/23/2023 20:08,6747,4569,0,1,133,76
08/24/2023 08:08,1827,1582,0,0,9,2
08/24/2023 08:08,1785,1505,0,3,23,2
08/24/2023 12:08,2871,2411,0,1,71,4
08/25/2023 12:08,6458,6088,1,1,555,160
08/25/2023 13:08,4398,3887,5,0,235,50
08/25/2023 22:08,2344,1928,0,0,147,15
08/28/2023 09:08,3670,3154,2,2,204,5
08/31/2023 14:08,4213,3439,3,4,156,36
08/31/2023 20:08,2174,1775,0,8,72,23
09/02/2023 15:09,4483,4120,1,0,360,105
09/04/2023 09:09,10579,9626,21,11,4139,211
09/05/2023 17:09,1119,972,0,1,6,2
09/05/2023 18:09,1536,1368,0,0,44,9
09/05/2023 18:09,1267,1117,0,0,17,5
09/06/2023 09:09,3324,2884,0,1,368,30
09/06/2023 17:09,5815,5554,2,0,1020,69
09/06/2023 19:09,4021,3690,0,1,224,43
09/06/2023 19:09,2141,1905,0,0,27,10
09/07/2023 08:09,1386,1238,0,0,14,0
09/07/2023 15:09,5338,4880,2,2,717,127
09/07/2023 19:09,2776,2477,1,1,357,18
09/08/2023 11:09,2074,1784,0,0,14,1
09/08/2023 12:09,1070,900,0,0,1,2
09/11/2023 09:09,1403,1249,0,0,9,0
09/11/2023 09:09,5191,4514,2,9,348,42
09/11/2023 12:09,1818,1384,1,4,33,6
09/11/2023 16:09,1918,1702,0,1,21,3
09/11/2023 16:09,3731,3329,0,0,160,25
07/03/2023 09:07,20416,15527,16,26,2326,398
07/04/2023 16:07,4847,3648,0,2,84,7
07/07/2023 11:07,5340,3893,0,0,97,15
07/14/2023 10:07,4472,3255,0,0,77,11
07/31/2023 08:07,4732,4349,2,0,573,22
07/31/2023 13:07,2811,2504,0,1,33,3
07/31/2023 21:07,3488,3126,0,0,93,8
08/01/2023 08:08,5094,4157,3,0,597,3
08/01/2023 11:08,4478,4053,0,0,395,35
08/02/2023 08:08,3074,2656,0,2,205,5
08/02/2023 09:08,4287,3913,0,1,195,10
08/03/2023 08:08,8775,6533,6,4,1662,81
08/03/2023 09:08,1990,1646,0,0,8,6
08/03/2023 10:08,12277,10712,28,21,1487,263
08/03/2023 11:08,9483,7756,1,9,1608,37
08/04/2023 08:08,5650,4913,2,3,675,50
08/07/2023 15:08,2863,2630,0,0,110,14
10/16/2023 16:10,8242,7112,0,7,1795,61
10/16/2023 16:10,3379,3117,0,2,221,17
12/24/2023 20:12,3835,2933,0,0,12,23
12/22/2023 11:12,4633,3642,4,0,97,67
12/22/2023 11:12,2427,1772,0,0,4,8
12/21/2023 11:12,2830,2147,0,0,22,4
12/20/2023 16:12,2919,2243,2,0,63,10
12/20/2023 09:12,2307,1768,0,0,15,14
12/18/2023 16:12,8574,6455,3,3,1607,66
12/18/2023 16:12,3121,2507,0,0,141,11
12/18/2023 15:12,6846,5299,0,2,942,71
12/18/2023 09:12,6373,5215,0,1,800,28
12/15/2023 18:12,3592,3036,0,0,276,12
12/15/2023 12:12,2153,1628,3,0,29,17
12/14/2023 17:12,5612,4795,0,0,498,48
12/13/2023 17:12,5147,4391,0,1,850,32
12/11/2023 16:12,2967,2261,0,2,32,20
12/11/2023 16:12,13113,9811,5,14,1298,114
12/11/2023 13:12,3105,2494,0,1,297,12
12/08/2023 17:12,7591,6535,28,6,1238,124
12/08/2023 09:12,3334,2584,0,0,65,19
12/07/2023 17:12,5235,4487,40,0,266,88
12/07/2023 14:12,3616,2641,7,4,128,76
12/06/2023 08:12,6065,4704,0,3,111,38
12/05/2023 18:12,9657,7673,48,14,1452,406
12/04/2023 11:12,1823,1410,0,0,9,5
12/04/2023 09:12,5256,4150,2,4,375,50
12/01/2023 08:12,1766,1432,0,0,13,7
11/30/2023 21:11,15280,11511,6,14,2194,111
11/30/2023 18:11,1742,1524,0,0,4,1
11/30/2023 12:11,2471,2184,0,0,11,3
11/29/2023 09:11,3594,3090,0,0,127,12
11/28/2023 15:11,3138,2788,0,0,56,7
11/28/2023 12:11,1770,1499,0,0,15,10
11/28/2023 09:11,6129,5557,26,2,922,121
11/27/2023 12:11,7604,6412,15,8,705,123
11/25/2023 16:11,1970,1695,0,0,3,1
11/25/2023 16:11,2,2,1,0,0,2
11/25/2023 13:11,1968,1711,0,0,25,0
11/25/2023 08:11,1359,1164,0,0,1,3
11/24/2023 20:11,5791,5073,0,0,626,22
11/24/2023 16:11,6106,5433,0,2,764,58
11/24/2023 15:11,6560,5586,3,6,759,47
11/23/2023 12:11,2861,2601,0,1,80,30
11/23/2023 09:11,2281,1993,0,1,19,5
11/22/2023 13:11,2374,2011,1,1,25,1
11/22/2023 08:11,8874,7546,2,8,1516,105
11/21/2023 17:11,4805,3934,0,12,189,27
11/21/2023 16:11,2808,2405,0,5,41,10
11/16/2023 18:11,1857,1503,0,0,27,18
11/16/2023 18:11,5863,5127,6,5,602,122
11/16/2023 18:11,1590,1330,0,0,5,0
11/16/2023 18:11,3451,2925,2,3,110,49
11/16/2023 14:11,3450,3067,0,1,148,4
11/16/2023 13:11,2292,1990,0,1,42,8
11/16/2023 12:11,2527,2288,0,1,53,6
11/15/2023 17:11,3442,3058,6,1,222,57
11/14/2023 17:11,6951,6170,0,2,1340,97
11/14/2023 12:11,2046,1768,1,0,8,19
11/14/2023 08:11,1677,1491,0,0,8,1
11/14/2023 08:11,2776,2497,0,2,53,15
11/14/2023 08:11,2806,2477,0,1,91,6
11/14/2023 08:11,8245,7026,11,4,1172,12
11/14/2023 08:11,2091,1867,0,0,11,2
11/14/2023 08:11,2482,2279,0,2,24,1
11/12/2023 18:11,7474,6655,3,5,1391,96
11/12/2023 16:11,10240,8955,31,14,1586,372
11/10/2023 13:11,3697,3206,0,1,146,2
11/10/2023 12:11,2231,2027,0,2,22,0
11/10/2023 11:11,1636,1464,0,1,17,0
11/10/2023 11:11,1778,1619,0,1,30,1
11/08/2023 10:11,2102,1830,1,1,38,2
11/08/2023 10:11,1663,1489,0,0,60,4
11/08/2023 10:11,3173,2946,0,2,40,10
11/08/2023 10:11,5010,4251,10,6,297,17
11/07/2023 11:11,8932,7571,14,14,829,214
11/06/2023 16:11,6586,6149,1,1,524,104
11/06/2023 12:11,3898,3555,1,0,143,27
11/05/2023 17:11,1387,1223,0,0,30,13
11/03/2023 21:11,5084,4694,3,0,385,56
11/03/2023 18:11,10507,8444,0,7,1193,117
11/03/2023 17:11,2,2,1,0,0,39
11/03/2023 15:11,4293,3538,0,3,522,78
11/03/2023 09:11,1423,1212,0,1,5,2
11/02/2023 16:11,1942,1753,0,0,6,12
11/02/2023 15:11,2151,1990,0,1,20,30
11/02/2023 15:11,5366,4980,0,5,960,58
11/01/2023 16:11,3181,2518,2,5,90,15
11/01/2023 10:11,3155,2831,1,1,100,28
11/01/2023 10:11,3229,3019,2,3,136,34
10/31/2023 17:10,15431,13036,11,13,5000,281
10/31/2023 10:10,2187,1951,0,0,11,0
10/31/2023 10:10,1305,1161,0,0,11,2
10/30/2023 09:10,2489,2190,1,3,46,9
10/30/2023 09:10,2976,2700,0,2,88,3
10/28/2023 19:10,3334,2929,0,2,550,16
10/27/2023 17:10,2562,2282,1,2,53,3
10/27/2023 17:10,5580,4487,0,5,849,19
10/27/2023 17:10,5094,4243,0,0,604,18
10/27/2023 16:10,2225,1953,0,2,43,17
10/27/2023 16:10,0,0,0,0,0,23
10/27/2023 16:10,2198,1910,0,0,124,3
10/26/2023 15:10,7917,6978,175,9,1562,455
10/24/2023 20:10,2957,2487,0,3,318,25
10/24/2023 15:10,4541,4097,1,5,860,46
10/24/2023 15:10,2987,2776,1,0,102,45
10/23/2023 16:10,1366,1209,0,0,2,1
10/23/2023 14:10,2479,2234,1,3,37,20
10/23/2023 09:10,2076,1915,0,0,24,0
10/20/2023 17:10,1748,1565,0,0,60,3
10/20/2023 14:10,1865,1630,0,0,10,5
10/20/2023 10:10,4575,4219,0,2,503,42
10/19/2023 15:10,1295,1131,0,2,85,2
10/19/2023 11:10,2659,2006,6,15,74,58
10/19/2023 10:10,1305,1159,0,0,25,13
10/19/2023 08:10,1361,1218,0,1,7,1
10/18/2023 15:10,3390,2946,5,8,114,35
10/18/2023 15:10,1953,1677,3,7,23,18
10/18/2023 10:10,1489,1382,0,0,7,1
10/18/2023 10:10,1785,1641,0,1,13,2
10/17/2023 15:10,2341,2141,3,0,310,32
10/17/2023 12:10,1973,1830,0,0,26,8
10/16/2023 20:10,8116,6779,8,3,1584,89
10/04/2023 08:10,2346,2110,0,1,85,5
10/05/2023 10:10,1845,1657,0,1,25,7
10/05/2023 11:10,2045,1825,0,0,40,7
10/05/2023 14:10,2308,1969,1,3,31,38
10/05/2023 16:10,3248,2693,3,5,273,32
10/05/2023 17:10,10432,6561,1,22,871,78
10/06/2023 08:10,2439,1833,0,10,48,15
10/06/2023 09:10,1398,1169,0,0,4,5
10/06/2023 10:10,11282,7976,4,13,2107,94
10/06/2023 17:10,3163,2700,0,2,28,7
10/06/2023 17:10,2286,1910,0,0,25,4
10/06/2023 17:10,2666,2246,0,3,28,17
10/07/2023 16:10,5370,4487,0,1,1010,51
10/09/2023 12:10,2129,1959,0,0,23,2
10/09/2023 13:10,10288,8214,8,14,1930,239
10/09/2023 19:10,7289,6162,2,5,1040,72
10/09/2023 19:10,6417,5318,0,2,511,49
10/10/2023 12:10,2800,2447,0,1,149,3
10/10/2023 21:10,2808,2627,0,0,393,17
10/11/2023 11:10,2430,2255,0,0,27,1
10/11/2023 11:10,3096,2685,0,0,237,8
10/11/2023 22:10,8101,6868,0,2,1009,82
10/12/2023 08:10,2262,2113,0,1,12,7
10/12/2023 09:10,2406,2196,0,2,28,21
10/12/2023 09:10,2473,2057,0,0,56,3
10/13/2023 09:10,2942,2545,0,0,161,3
10/13/2023 09:10,2492,2181,0,1,50,4
10/16/2023 10:10,4991,4754,0,1,967,68
10/16/2023 11:10,2674,2354,1,3,81,19
10/02/2023 17:10,2675,2421,0,1,61,49
10/03/2023 09:10,4623,4082,0,7,519,38
